label,humanLabel,text,score
POSITIVE,1,いまだにbillboardのglobalchartだと71位(22週チャートイン)で日本首位だよ,0.4956
NEGATIVE,1,週間じゃ出たばかりで勢いあるやつに叶う訳が無いただ爆発力はアイドルに適わない事は事実てゆーかアイドルが異常だったんだけどね5ヶ月余りで3億再生とかどんだけーちゅやつや,0.8692
NEUTRAL,-1,コメ最新順にしたら順位コメントしかないんだけどwそういう人達はなんのために音楽聴いてるの,0.8264
NEUTRAL,0,KINGにこされた…,0.5059
NEUTRAL,0,3位ダト⁈…,0.8685
NEGATIVE,-1,大体1日平均80万再生で週平均560万になるのにadoより下って理解出来ませんわ😂,0.9755
POSITIVE,1,分からないっていってらっちょあげたかんこれー位かな爆笑うける爆笑,0.9604
NEUTRAL,1,"3,2億おめでと🎉",0.4898
NEGATIVE,1,今週3位だねいつまで1位にいる事は厳しい事はビルボードでも同じ新陳代謝が働かないしな,0.7388
POSITIVE,1,3億再生おめでとう!!!!!,0.9905
NEGATIVE,1,全盛期の時3日で1000万いってたのヤバすぎw,0.6344
POSITIVE,1,今年の紅白が楽しみになってきた,0.992
NEUTRAL,0,公式が出してるアイドル全ての総数合算らしいなのて中2位以下に降りて来ないよだからこのMVが100万再生行ってなくともトータルで他を上回っていると言う事を考えるのが自然①公式MV②公式ジャケット版➂公式ライブ版④公式英語バージョン知ってるだけで4つあるまだ知らないのもあるかも知れない,0.7655
POSITIVE,1,軽快で歌いやすいからヒットしたんだな,0.9142
POSITIVE,1,かわいすぎるー❤,0.9395
POSITIVE,0,新時代などのadoさんの曲も売れましたね😊,0.9714
POSITIVE,1,今日も観たくなる,0.9349
POSITIVE,1,あい可愛い😍,0.9916
POSITIVE,1,もし一位から落ちたらネット民ざわついてニュースになるぐらいアイドルってやばいいい意味で,0.5743
POSITIVE,1,大好き,0.9883
POSITIVE,1,今に至ってもまだ人気とゆうことはまさに最強で無敵のアイドルやな,0.879
NEUTRAL,0,アイドルのファンです,0.5999
POSITIVE,1,マジでno1だわw,0.9804
NEUTRAL,0,寝たおかえりよおやすみ⭐💤,0.8977
NEUTRAL,0,はあ,0.4953
NEUTRAL,0,ノアさん一日仕事して布団しまい😢,0.5578
NEUTRAL,0,彪が田中イカ🦑になるって🎉,0.8514
POSITIVE,0,何会える,0.9459
NEGATIVE,0,絵描くことができるからお迎え行きなさいありがとうないさん大変あのこと,0.8756
NEUTRAL,0,アイドル時代物してるねー,0.9024
NEUTRAL,0,外国語のコメントが多くある,0.527
POSITIVE,0,この曲を聴きますと渡辺麻友さんまゆゆ思い出します!,0.9525
POSITIVE,0,私はこの女性を愛しているだけです,0.7803
NEGATIVE,0,ひすりひしみち無知道縁ラチルしホヨ横横もこせ無味ズブぺ,0.8674
POSITIVE,0,この息子が大好きですアニメはどこで見られますか?,0.93
POSITIVE,1,曲のMVだけでアイドルの光と闇をここまで表現できるのはすごすぎる…,0.9244
POSITIVE,1,永遠に1位であってほしいわそれぐらい神曲,0.9782
POSITIVE,1,loser超えたおめでとう🎉次の目標は廻廻奇譚,0.9839
POSITIVE,1,3.2億回再生🌸おめでとう㊗️,0.9813
POSITIVE,1,曲も絵もよすぎる全てのクリエイターに感謝です🙇‍♀️もっと世界中の人に日本のアニメと音楽が伝わって欲しい,0.9803
POSITIVE,0,アイドルになりたい,0.9109
POSITIVE,0,今度はアイドルをりえりーに歌わせて頂きたい,0.9623
NEUTRAL,0,5ヶ月たってもこれからもまだ聞くよって人✋,0.7061
POSITIVE,1,日本のアニソンとかが世界中で有名になるとなんか感動する…,0.9698
POSITIVE,1,正直2期もこの曲がいいと思うくらい好き,0.9883
POSITIVE,1,いつまで一位なんだよ…凄すぎる,0.9346
POSITIVE,1,洋楽とかkpopは聴いただけじゃ歌詞の意味分からないけど世界中で人気のアイドルが理解できる日本語でなんか嬉しくなる,0.9907
NEUTRAL,0,アマチュア無線4級免許証,0.9033
NEUTRAL,0,くまさん小説,0.9312
NEUTRAL,0,テトが歌うと,0.9063
NEUTRAL,0,相川七瀬,0.9287
POSITIVE,1,天才すぎる😤😤😤👊,0.8492
NEUTRAL,0,YOASOBIあるあるなんだけど小説とかアニメ見た後に曲を聞くと見え方が全く違ってきて衝撃を受けるこの曲の衝撃はまだ覚えてる,0.6518
POSITIVE,0,HIKAKINのやつとこっちを永遠に行き来してるわ,0.6878
NEUTRAL,1,こんな短期間ですごい再生数…,0.872
POSITIVE,0,いまだにラスサビで鳥肌立つの俺だけ,0.5395
NEUTRAL,0,ヒカルさんから飛んで来ました😞💦,0.8186
NEUTRAL,0,イベントの恰好,0.8438
NEUTRAL,0,セブンイレブン珈琲,0.9132
NEUTRAL,0,ペッパーランチいきなりステーキ,0.8488
NEUTRAL,0,銚子丸,0.9391
NEUTRAL,0,0:32ふぅ,0.8086
POSITIVE,1,アニメ終わっても他の億再生曲をも圧倒するYOASOBIの新時代の曲であって欲しい,0.9484
NEUTRAL,0,天才的なアイドルが瞬く間に夜を駆け抜けてしまった,0.7607
POSITIVE,1,これも好き,0.9901
NEUTRAL,0,あいかわちゅー❤❤,0.7692
NEUTRAL,0,ぎょんびゃれ,0.7479
NEGATIVE,1,ほんとに何回観ても鳥肌アニメ観てからMV観たら泣いた,0.6965
POSITIVE,1,1日で100万再生近く増えて322 millions!かおめでとう,0.9854
NEGATIVE,1,YOASOBI聞いてたら熱下がったわwww,0.5166
NEGATIVE,1,5か月で3.2億回再生はヤバすぎる😲このまま4億いってほしい😭,0.8926
POSITIVE,1,好きだ,0.9014
POSITIVE,1,アイドルの歌大好き,0.9891
POSITIVE,-1,俺ねアイドルそんな好きじゃ無いんよゲームが好きなんよだから将来ゲームパソコン薬物は絶対やるって決めてる,0.9567
NEUTRAL,1,5ヶ月経ったとしても人気ミュージックまだ1位で再生数も3億超えてまだ伸び続けてるとか……これが“アイ“の力か……,0.7609
NEUTRAL,0,YOASOBI韓国でアイドル披露していたなもう帰って来たんかな,0.7065
POSITIVE,1,なんかしれっとYOASOBIさんの中で1番再生されてるの好き,0.9864
NEUTRAL,0,あ,0.5809
POSITIVE,0,はい引き続き音楽を聴いてチャンネルをサポートしていただければ幸いです,0.8656
NEUTRAL,0,伊勢丹line,0.9423
NEUTRAL,0,庄屋飯田橋東口店,0.9303
POSITIVE,0,言いたいことは歌詞でわかる,0.7962
NEUTRAL,0,アイちゃんがどうか生まれ変わっていますように,0.717
NEGATIVE,-1,9月21日までの1週間の数字がなかなか発表されないけど……どうなんどうなんだ純粋に視認出来るYouTube視聴回数だけならBE:FIRSTに負けたくさいが……,0.9436
POSITIVE,1,誰かを好きになることなんて私わからなくてさから最後に愛してるって言えてるのいいな,0.9746
POSITIVE,0,わたし可愛いでしょ😍一緒にデート❤,0.9883
POSITIVE,0,わたし可愛いでしょ😍,0.9851
POSITIVE,0,わたし可愛いでしょ😍,0.9851
POSITIVE,1,やっぱアイドルだよなー❤,0.9404
POSITIVE,1,飽きない何回聴いても飽きないなんなんだこの曲は,0.7739
NEGATIVE,1,いつの間にか怪物超えてる…この曲ヤバすぎる…,0.8862
POSITIVE,1,これは絶対嘘じゃない愛してるを最後に持ってくる天才すぎるじゃんすごくいいね👍,0.9335
POSITIVE,0,いつの間にかうっせぇわをこえてる,0.5443
NEUTRAL,0,あ,0.5809
NEUTRAL,0,YOASOBIといえばこの曲になったな,0.8512
POSITIVE,1,だいすき,0.9889
POSITIVE,1,未だ人気一位のミュージックなのすげぇよ,0.9476
NEUTRAL,0,あ,0.5809
NEUTRAL,0,私はアクアですいいねしてくれんかのう,0.6267
NEUTRAL,1,⒊2億回363万いいね12万個のコメントこの結果からわかることはまず…伸びすぎてやばいだな……,0.5897
NEUTRAL,0,ソルト寺門通,0.9166
POSITIVE,0,乙女ゲーム好きな眠りねずみの乙女から生まれた男,0.6404
NEGATIVE,-1,コメントが12万位あるけど実際は上書きされて1万位しかなかったりして何故なら最初から観る人いないと思うそれにグーグルのサーバーも無限ではないはずその内コメント数を超えました新しいスレを立てて下さいと出たりしてここにスレ主なんかいないよな,0.8381
NEUTRAL,0,アイドルって愛とドル(金)を表していてどちらも人にとって不可欠でたいせつなものだということを伝えたい訳なんだなフムフム,0.6219
POSITIVE,1,可愛い❤️😍,0.9876
NEUTRAL,0,12万のコメントからこのコメントが上に行くことはありません,0.8576
POSITIVE,0,最初➡️ヒカキンのMV次➡️YOASOBIさんのMV最後➡️推しの子そしてまたYOASOBIさんMVこんなに歌詞に意味があり切ないとは思わず感動しました😢本当のあいしてる言えて良かった☺️,0.9881
POSITIVE,1,可愛いいくらちゃん,0.9847
POSITIVE,1,私はその曲がとても好きですとても好きです友達,0.9894
POSITIVE,1,0:54ここからめっちゃすき,0.994
POSITIVE,1,何回も見てしまう‥アイちゃんが古いテレビに映って過去の事になっているのもなんだか泣けます最後うさぎちゃんを脱ぎ捨てて本当の自分になっている表現も良い曲もPVも細かい所まで作り込まれててこんな上がり下がりの激しい歌を歌えてしまうikuraさんも本当に凄いまさに神曲👏中毒性があります,0.943
NEUTRAL,0,そろそろ一位ヤバいからスクショ取っておこうね,0.5686
NEUTRAL,0,立浪から,0.9276
NEUTRAL,1,No.1だ,0.8174
NEUTRAL,-1,洒落臭,0.8316
NEUTRAL,0,運動会にアイドルに合わせて花笠音頭踊ります🎉,0.5314
NEUTRAL,0,現在3億2100万回再生,0.5796
POSITIVE,1,素晴らしい曲歌🎉3億回再生も凄い…,0.9858
NEUTRAL,0,生身のボカロの声みたい,0.8877
POSITIVE,1,私はこの傑作を最初に見た人の一人であることを示すためにここにいますわずか5か月で3億回以上の再生回数を記録したとは信じられません❤❤🎉,0.8483
POSITIVE,1,神曲No.1,0.646
POSITIVE,0,この傑作が好きならこのコメントも気に入るはずです❤,0.973
POSITIVE,1,この曲飽きなくて待ち合わせの時もこれしか聞いてない😊,0.6811
NEUTRAL,0,再生回数が地球人口越えるかな,0.8878
NEUTRAL,0,勢いが止まらない,0.5235
POSITIVE,1,ようやくアニメの1話を見まして今までなんとなく聞いてたけど改めてしっかりmvと歌詞見てみるとアニメとリンクしててすごいって今更ながら感動してるようやくテレビを見てる男女の謎が解けた😂ずっと謎だったんだよね😌,0.8859
POSITIVE,1,さすがYOASOBIさんすごいいい歌ですね❤🎉,0.9905
POSITIVE,1,めっちゃファンです,0.7728
NEUTRAL,0,アイドル知らない人アイドルどんな曲厨二病の自分あぁわずか5ヶ月でLemonの40%の再生数…3億再生を超えた化け物さって言う妄想をしてるデュフフ,0.8107
POSITIVE,1,変なラップ以外いい感じ,0.9262
NEGATIVE,0,あかんHIKAKINの顔しか出て来んくなった🥸,0.9263
POSITIVE,1,可愛い,0.9908
POSITIVE,1,天才,0.8312
POSITIVE,1,え5ヶ月で3億やばい😅すごすぎる,0.9489
POSITIVE,0,日本の歴史にアイドルの名を刻もう,0.5001
NEGATIVE,-1,見えそうで見えないのやめて欲しい,0.9905
POSITIVE,1,今でも人気1位のミュージックビデオはやばいなう(2023/09/22),0.8887
NEUTRAL,0,無敵の笑顔で荒らすメディア,0.7553
POSITIVE,0,元岸田アイコンです飽きたのでピカチュウにしましたコメント1000件達成です2000目指しやすよろしく👍,0.9771
NEUTRAL,0,歌から知って今日初めて本編見たけど歌詞は1話が詰め込まれてたんだな,0.9157
NEUTRAL,1,全然飽きないもう5ヶ月経ったのか…推しの子2期待ってます,0.6765
NEUTRAL,-1,YOASOBIはビッチっぽい,0.7417
POSITIVE,1,たったの5ヶ月で三億再生はマジで怪物だわ,0.5583
POSITIVE,0,SPECIALZ唱勇者ええ曲達が出てきたなだが…それでも最強はアイドルだ,0.5982
NEGATIVE,0,気づいたら130回もコメントしていたそれでもまだ語り足りない,0.9918
NEUTRAL,0,昨日3.2億越えたと思ったらもう100万再生超えてるのねーはや!,0.8232
NEGATIVE,0,あぁ……たった20回数しか聴いてないわ😅時間を置いてだから再生数カウントはされているまだ10回位聴けるかな😮😮😮,0.686
NEGATIVE,1,視聴数もコメント数もえぐい,0.9855
NEGATIVE,0,サビ行くまでめっちゃむずない,0.9766
POSITIVE,1,5ヶ月経ってもずっと人気1位をキープし続けてるとかすごすぎる,0.9364
NEUTRAL,0,アイ=星野アイアイ=愛アイ=Eye=目の星,0.7358
POSITIVE,1,最後にアクアとルビーが2人で向かい合っている所でそれぞれの目の中の星が見えるように並んでいる所も好きです😍❤,0.9841
NEUTRAL,0,アイドルが世界の人の時間を合計72000000000秒(2283年分)奪っているすげーことだ,0.4806
POSITIVE,1,もういろんな神曲が誕生してる中でそれを異次元の速度で貫きトップになる神曲を作ったAyaseさんほんと天才語彙力LV.0,0.8852
POSITIVE,1,3億おめでとう,0.9593
NEGATIVE,0,なかなか勢い落ちないないつになったら人気が冷めるのだろう,0.9551
POSITIVE,0,廻廻奇譚325249839アイドル320837725あと500万ぐらいでアニメOPEDだけなら一位になれますね,0.9106
NEGATIVE,-1,大嫌い😡⚡,0.9937
NEUTRAL,1,天才的なYOASOBI様✨✨,0.5849
POSITIVE,1,聴いても聴いても飽きない一生味がするガムみたいな曲,0.9008
POSITIVE,1,まだ人気一位なんかすげぇな,0.4792
POSITIVE,1,3.2億おめでとう怪物勢からアイドル勢になった,0.5597
POSITIVE,0,四億回再生いきたいのでみんなで協力しましょう(すぐいきそう),0.9269
NEGATIVE,0,ワタシ・ミートボールが出産うーんジャンプアイドルトシンデ・コト・コトパク・ヤント・コンピュータがブーデ・クララを没収😂,0.5682
NEUTRAL,0,立浪から来ました,0.9597
POSITIVE,1,AGTのアバンギャルディがこの曲使って決勝進出しましたねこのことでこの曲を知りましたこんなに再生されてる曲とは知りませんでしたすごい人気なんですね英語バージョン元あるようですがアメリカでもかなり人気でしょうか詳しい方教えてくださいどうぞ宜しくお願いします,0.736
POSITIVE,1,この歌は本当に凄い何が凄いかって言わなくてもわかるよね皆,0.9463
POSITIVE,0,高評価362万,0.7223
POSITIVE,1,私はこの歌が大好きです,0.9899
POSITIVE,0,緊急速報‼️アイドル米津玄師のLoserの再生回数を超える‼️アイドル米津玄師のLoserの再生回数を超える‼️,0.7811
POSITIVE,1,ピアノで弾いてみたらサビ前まではほぼ黒鍵盤なのにサビになった瞬間白鍵盤だらけでなんか感動した完璧のアイドルは従順で白くて明るいけど実際はいろいろ抱えてるみたいな感じ(伝われ),0.7923
POSITIVE,0,ついに米津玄師の4強の一角Loserの再生数を超える,0.5486
NEUTRAL,0,人間の外面の明るさ人間の内面の腹黒さまさに人間の表裏一体この作品の核心を謳う歌❤,0.6089
NEGATIVE,0,この女が主人公と思ったら1話で死ぬのウケる,0.6948
NEGATIVE,0,ああやっと言えたこれは絶対嘘じゃない愛してるってとこ無理直視出来ない毎回泣くアニメ見てから見れなくなった,0.8211
POSITIVE,1,3.2億おめでとうございます🎉👏,0.9085
NEUTRAL,0,ルビー,0.7773
POSITIVE,1,2期が始まったらまた再生数どんどん伸びそう歌最高👍アニメも最高,0.99
POSITIVE,1,祝3億回再生,0.6254
POSITIVE,1,推しの子を好きにさせてくれたYOASOBIさんには本当に感謝している,0.9845
NEUTRAL,0,久にきたらコメント16分前で草,0.892
NEUTRAL,1,5ヶ月で3億はやばい😱,0.3823
POSITIVE,1,神曲最高‼︎,0.993
POSITIVE,1,3億2000万再生おめでとうございます,0.9652
POSITIVE,1,3.2億回再生もうこんなに伸びているとはやっぱ凄い,0.9414
POSITIVE,1,アクアルビかわいいカッコい,0.9909
NEUTRAL,1,あいちゃんだいすきだよいつまでふゃんだよ,0.5513
POSITIVE,1,かわいい,0.9801
POSITIVE,1,RABのチャンネルから改めて聴きにきました歌もコールも最高っす,0.9938
POSITIVE,1,0:56私が今まで見た中で最高の曲はこの曲が大好きですインドの推しの子は最高です❤️❤️❤️💖💖😊😊😊✨✨✨✨,0.9812
POSITIVE,1,落ち込んでいるときにこの曲を聞いたら今はとてもとても幸せですすごいです大好きです❤,0.9819
NEUTRAL,0,0:55ここでめっちゃ声質変わらん,0.7083
NEUTRAL,0,色んな曲を英語訳版でよく聞くけどアイドルに関しては日本語で聴くのが1番しっくりくる,0.8466
POSITIVE,1,またアイドル様の虜にされにきました🐰,0.657
POSITIVE,1,なんて美しくて素晴らしい曲なんだろう,0.9602
POSITIVE,1,すごいわYAOSOBI,0.6638
POSITIVE,1,娘が大好きで何度も繰り返しYOUTUBEで聴いていてすっかり覚えました😅,0.9799
POSITIVE,1,遅ればせながら最近ハマって毎日聞いて車で歌ってます☺️笑,0.9589
POSITIVE,1,寝起きヤシの木よりも大好き♥️,0.9897
NEUTRAL,1,これ当時アニメの流行りで伸びる一時的な者だと踏んで1億は確定2億もおそらく行くまぁ3億はギリ届かないって所かと踏んだがまさかここまで行くとは思わなかった曲にストーリー性があるおかげでここなんだっけって言うのが多くなるのも繰り返し聞かれやすくなるんだろうな最終的に4億までは行くかな5億は届かないと予想,0.8278
NEGATIVE,-1,パワハラ主義の監督様,0.6712
NEUTRAL,0,ひき肉って言いながら歌ってたちょんまげ小僧だからね😂,0.7771
NEGATIVE,0,コメントの沼の底にまた来ました12万コメントに沈みます,0.7839
NEUTRAL,0,夢で終わらせないを調べたら出てきたのなぁぜなぁぜ,0.7919
POSITIVE,1,Cメロめちゃ好き,0.9924
POSITIVE,1,3.2億再生おめでとう🎉🎉🎉🎉🎉,0.956
POSITIVE,1,アイドルってかっこいいよなぁ,0.9881
NEUTRAL,1,3.2億回再生🎉🎉🎉,0.8171
NEUTRAL,-1,所詮国内外ででちょっと流行ったアニソンなんよ,0.8716
NEUTRAL,1,3.2億再生🎉,0.7071
POSITIVE,0,夜に駆けるだろ‼️,0.589
NEUTRAL,1,3.2億🎉,0.6773
POSITIVE,0,"年内に4億いけるか問題再生回数を月単位で見たら前月比10以上は低下してるからこの先年末までに""希望的観測""で毎月10で踏ん張ったとする9月3000万10月2700万11月2430万12月2187万で合計1億0317万9月1日に3億越えだったから本当に順調に行って年内ギリギリ滑り込み4億って予想年末までに何か起こってくれ",0.9002
NEUTRAL,0,今も見てる人,0.8333
POSITIVE,0,320 millions!サンッハイッ!(ノ^▽^)ノ￣ジークジオンw(ﾟ0ﾟ*)wオォーw(ﾟ⊿ﾟ;)wオォーw(ﾟロﾟ;)w凄い次は330 millionsですね,0.9778
POSITIVE,1,3.2億おめでとう🎉,0.936
NEUTRAL,1,人気あるね,0.7296
NEUTRAL,1,これこそが令和の怪物,0.7171
NEUTRAL,0,はい❤,0.9165
NEUTRAL,1,未だに止まらないのはすごいな単独の動画なら再生数年内にイカゲーム超えれるか,0.6294
NEUTRAL,0,#拡散希望,0.6668
NEUTRAL,0,#推しの子,0.7597
NEUTRAL,1,3.2億回突破❤🎉…次3.3億回😊,0.4653
POSITIVE,0,呪術の誇る廻廻奇譚と同じ土俵にたった5ヶ月で立ちました😮,0.8317
POSITIVE,0,今年中には4億行けそう,0.9792
POSITIVE,0,次は3億3000万回再生だ,0.8018
NEUTRAL,0,"320,005,000ですってよ",0.9227
POSITIVE,1,おめでとう🎉3億2000万回再生突破,0.9892
POSITIVE,1,3億2千万再生おめでとうございますえまだ3億1900万知りません祝うだけです,0.9099
NEUTRAL,0,あと2500回目,0.759
NEUTRAL,0,なんか毎日見に来ちゃうんだよなぁ,0.5341
POSITIVE,1,歌が人気でアニメの方に行った人もいるだろうけどやっぱ歌があるからアニメがあるアニメがあるから歌がある,0.8661
NEGATIVE,0,もうすぐだぁ,0.9777
POSITIVE,0,大阪発のアバンギャルディがアメリカでこの曲の認知度を広めてくれたようですまだまだ再生回数が伸びるでしょう,0.9029
NEUTRAL,0,ハイハイあの子は特別デスのとこアイさんに血がついてる😢,0.5649
POSITIVE,0,5億目指してもらいたいですねいける気がする人ー🙋‍♀️,0.9626
POSITIVE,1,愛してる,0.9593
NEUTRAL,0,この作詞の意味…若いギャルならば食べた昼食燥いでる内に忘れてる…日常では只の女のコ・実はステージi-dle…日常の女のコ友達は信じられないからウソと笑う3:35,0.5112
POSITIVE,1,神曲最高‼︎,0.993
POSITIVE,1,作品にはハマれなかったけれどこの曲好きすぎる❤️,0.987
POSITIVE,0,完璧でキュきょくのアイドルのとこアイとルビーみたい,0.864
POSITIVE,1,こいつらマジ天才よね,0.8909
POSITIVE,1,この歌はいつになっても愛される曲になりそう🎉YOASOBI様様,0.9233
NEUTRAL,0,メディア2:05,0.912
NEUTRAL,1,あと2万再生だ🎉🎉🎉3.2億再生数ー,0.6627
NEUTRAL,0,もう3.2億が目の前です(白目),0.9022
POSITIVE,1,半年経たずして3億回再生ってえぐすぎないかw,0.8595
POSITIVE,1,RABの掛け声いい味出してる👏,0.9803
POSITIVE,1,これは絶対嘘じゃない愛してるの部分だけはアイドルではなくただの母親から子ども達に贈る愛の歌なのが好き,0.9851
POSITIVE,1,YOASOBIさんこの楽曲と動画最高ですこれ以上の楽曲が生まれるんだろうかと思っちゃっていますが…YOASOBIさんのこれからの事も期待しつつ応援させて頂きます,0.9696
POSITIVE,1,神曲最高‼︎,0.993
NEGATIVE,0,やっといえたはいつもウルウルしてしまうなぁ,0.6586
NEUTRAL,0,今更アイドル見てる人いる,0.8999
POSITIVE,0,Ikura何が正解なのか分からないままアイドルのレコーディングに来ましたAyaseもっとブリっ子して世界で一番自分が可愛いと思って歌って,0.9359
NEGATIVE,0,KPOPに負けるないったれJPOP,0.6806
NEUTRAL,0,今日で3億2000万回再生越える,0.7235
POSITIVE,0,AGTでアバンギャルディが前半日本語後半英語𝑬𝒏𝒈𝒍𝒊𝒔𝒉のmixで踊ってたから久に聞きに来たそしたら3億再生回数突破で驚き(((ﾟДﾟ)))おめでとう(((o(*ﾟ▽ﾟ*)o))),0.9889
POSITIVE,11,今迄聴いていたかぐや姫や拓郎等とは違いますね!良い唄は聴きます!🎉,0.9896
POSITIVE,1,再生数の伸びがエグすぎるw,0.547
NEGATIVE,1,夢の中でも流れていた何という中毒性❇,0.8135
NEUTRAL,0,本日の再生数は881961回です先週の今日が953979回なので先週比は92.5%です明日は3.2億再生超えに期待‼️アイコン分かりづらくなっちゃったのでコメント見つけるの難しいかもしれません😂,0.4952
POSITIVE,1,この曲はテレビつけてると歌番組なんかであーまたこの曲が流れてるんかぁみたいな感じでちゃんと聴いたことはありませんでした最近推しの子を見て改めてじっくり聴いてみたら歌詞がめちゃくちゃリンクしてて超好きになった流行りにのれないタイプなので今更感がありますが笑,0.8731
NEUTRAL,-1,誰かが来てこの歌を頭から追い出そうとする😭💔,0.6688
NEUTRAL,0,ここもだよ2:04❤🎉,0.7351
POSITIVE,1,1:15ここ好き❤🎉😊,0.9612
POSITIVE,1,今っさらだけど推しの子の有名なアイちゃんのポーズ(ダブルピースしてるやつ)見て妹がこのポーズって切れてるから分かりにくいけど鏡で実際にやってみたら腕が♡になるねって言っててこれがアイちゃんの愛情表現かとか思ったから天才だと思った,0.9656
NEGATIVE,1,一生人気1位のミュージックビデオなの凄い通り越してもはや狂気なんだが,0.9261
POSITIVE,1,こんなに意味深な歌詞とmvなのにある程度の意味を持たせつつほとんどネタバレがないように作られてるの凄いわ,0.9221
POSITIVE,0,このまま1年間は1位をとりつづけてほしい,0.7374
NEUTRAL,0,⬇皆様のリピート回数,0.8889
NEUTRAL,0,コメントしてもコメントの底なし沼に沈んでいくのは久しぶりだな,0.8795
NEUTRAL,0,なはやちきし(^○^)❤❤❤❤❤❤🎉🎉🎉🥴🥴🥰🥰🥰,0.7897
POSITIVE,1,再生回数の伸びがすごいから日に日に数字増えるのが毎日楽しみ,0.9934
POSITIVE,1,まだまだ聴くよね,0.9136
POSITIVE,1,ずっと人気1位なのやばくないか,0.6856
POSITIVE,1,今までどんな曲を聴いても歌詞メロディーの一部だと認識して歌詞の意味に関心がなかった私でも歌詞を追いながら聴きたくなる名曲です白黒なアイドルという文字も光と闇が強いアイドル界隈を主張しているように見えるところも素敵です,0.9867
POSITIVE,1,いいつ聞いても気持ちいい…,0.984
POSITIVE,0,みんなもっと再生数上げよう,0.5195
POSITIVE,1,いつも聴くだけで元気になれて楽しい曲です❤,0.9913
NEUTRAL,0,どんだけ1位を取り続けるんだと思った人正直に✋,0.6193
POSITIVE,0,9/29のフリーレンで勇者を聞くのが楽しみ,0.9859
POSITIVE,0,5ヶ月でメキハピに追いつくなんて,0.6221
NEGATIVE,0,3:00あたし推しの子はこのMVから知って最初このシーンのルビーとそのあとのアイが同一人物の女の子だと思っててただのラブラブなエピソードかなと思っていました漫画を読みました…あんな浅はかな見方でMVを見ていたのかと後悔しております,0.8211
NEGATIVE,1,再生回数ヤバ,0.8893
POSITIVE,0,おいしいなんて皆のことを愛したいから今日も嘘をつくなこの声が違うほんとにパーティーは言ったけどやっと家だこれは絶対嘘じゃない愛してる❤,0.9427
POSITIVE,1,yoasobi好き❤️💜,0.9828
POSITIVE,1,最高!,0.9948
POSITIVE,1,明日エムカ!すごい!,0.7146
POSITIVE,0,2期まだかなぁ…漫画は読んでるけどやっぱりアニメで見たいなぁ…,0.6956
NEUTRAL,0,ああ私の神マンガを読むと私は震えます愛の死は本当に私を揺さぶったそのような陽気な人はどうやって死ぬことができますか私はあなたのために申し訳ありませんが私は怪我のようなものを得た唯一の人ですかそしてまたこのフレーズ嘘は愛の表現ですai-ai-ai心の中にあります,0.5963
NEUTRAL,0,5ヶ月で怪物の再生数を超えたただと,0.8405
POSITIVE,1,サビの入りが好き特に2番の入りが好きすぎる,0.9856
NEUTRAL,1,最近No.1,0.8745
NEUTRAL,0,コメント12万もあるじゃん,0.7084
NEUTRAL,0,いつまで一位にいるんだよ(),0.7434
POSITIVE,0,yoasobiで夜に駆けるが伸びてるかと思えばアイドルが一番伸びてるのにはめっちゃ驚いたw,0.6606
POSITIVE,0,毎日アイドルを聞きにきては再生回数の伸びをチェックすんのもはや日課になりつつある,0.7796
POSITIVE,1,明日3.2億行きますおめでとうございます🎉,0.9707
POSITIVE,0,9月19日水曜日の再生数は942777回です先週の水曜日が928257回なので先週比率は101.6%と先週を上回ることができました🎉そういえばアイコン変えたのでコメント見つけるの難しいかもしれません😂,0.792
NEUTRAL,0,この曲を聞いてから推しの子みたけどアイが最後にアクアとルビーに言ったセリフがそのままこの曲の最後の歌詞になってるのにグっときた,0.4292
NEGATIVE,1,おおー知らぬ間に319 millions!スゲェーヽ(ﾟДﾟ)ノー!!!!,0.7444
NEUTRAL,0,自分の楽曲ではないのに再生数が気になる人↓,0.8922
NEUTRAL,1,サイコう❤,0.6037
NEUTRAL,0,slかああいうのが,0.9474
NEUTRAL,0,あと100万回,0.6567
NEGATIVE,-1,難しそうな歌,0.953
POSITIVE,1,誰かに愛されたこともからこれは絶対嘘じゃない愛してるまで1話見てから聴くとMVにも歌詞にも刺さる,0.9822
POSITIVE,0,私は子猫に彼女の名前を付けてアイと名付けました❤,0.5093
POSITIVE,0,5ヶ月で3億再生は超絶世界レベル日本のアニメ文化拡大こそこれから世界と戦うカギだろ国で応援しようぜ,0.9756
NEUTRAL,0,うん❤︎,0.8683
POSITIVE,1,2023年の最高傑作,0.9141
POSITIVE,0,明後日には3億2千万いくねww,0.879
NEUTRAL,1,これ流行り曲一位説あり,0.6145
POSITIVE,0,これで学園祭めっちゃ盛り上がったありがとう(謎の感謝),0.9896
POSITIVE,1,❤❤❤声が尊い❣️推しの子好きな人ーヽ(*´∀)ノ♪,0.9882
NEUTRAL,-1,正直1度聴いた時は夜に駆ける超えは無いだろ😅って思ってたけど半年も経たない内に再生回数超えてて違う意味で😅ってなってる件について,0.5239
NEGATIVE,0,気づいたら3億超えてんの怖ぇーよw,0.9532
POSITIVE,0,視聴完了⭐️ではまたのちほど👋,0.617
POSITIVE,0,lemonは3年弱で10億いくと思われますはたしてアイドルはそれまでに10億いくか,0.6054
NEUTRAL,0,ひまわりヤキニクロードでキムチって言ってたよ,0.8802
