,label,humanLabel,text,score
1751,NEUTRAL,0,5 ヶ月 で 3億 回 って 単純 計算 で 月 に 6000万 回 1 日 に 200万 回 1 時間 で 8万 回 1 分 で 1300 回 くらい って とんでもない な あくまで 単純 計算 だ けど ,0.7793
1752,POSITIVE,0,本日 の 再生 数 は 879058 回 です 先週 の 今日 が 990188 回 な ので 先週 比 は 88 .8 % です 先週 は 祝日 の ため 低 めの 先週 比率 と なって い ます 明後日 は 邦楽 ランキング が 1 つ 上がる か 注目 です ね ,0.7044
1753,NEUTRAL,0,人気 音楽 3 位 か 一 年 は 1 位 だ と 思って たな ,0.8599
1754,POSITIVE,1,いいね 😊 ,0.9592
1755,NEGATIVE,0,今日 も コメント の 沼 の 中 に 沈む の か ・ ・ ・ ・ ( ▼ ω ▼ *) ,0.8394
1756,POSITIVE,-1,こ の MV を 見る と アイドル と か キャバ 嬢 と か 生 配信 チャット みたい の して いる 女 達 が 本当に クズ だ なぁ って 改めて 感じ させて くれる 良い 曲 です ,0.9832
1757,NEUTRAL,0,南斗 政権 ・ ・ ・ センター は ユリア だ ,0.9345
1758,NEUTRAL,0,て ゆか 韓国 で TV ライブ の 動画 出て る ぞ 日本 の TV で さえ 歌って ない のに 日本 の TV 交渉 能力 って 何 な の ,0.8275
1759,POSITIVE,1,いつ 聞いて も 神曲 ,0.9651
1760,POSITIVE,0,この 曲 で NHK のど 自慢 出る 人 おる ん か な 相当 勇気 いる でー 大体 は 金 2 つ だろう ,0.9131
1761,NEGATIVE,0,む ,0.8574
1762,POSITIVE,1,特有な 曲 調 と 誰 に も 真似 でき ない ような 声 が 多く の 人 を 惹き つける ,0.7942
1763,POSITIVE,0,この 神曲 が たとえ 相手 が 誰 だろう と 絶対 に 負けて は なら ない 立ち 上がれ 戦士 たち よ 今 こそ 我 の [ AI ] で この 神曲 を あるべき 場所 に 変え そうで は ない か 我が 立ち 上がれば どんな 敵 だろう と 負け ぬ 力 が ある 自分 を 仲間 を 信じて 戦え ,0.942
1764,POSITIVE,1,フリーダム さん の 替え歌 聴いて から 聴いたら なんか めっちゃ 感動 した の なぁぜ なぁぜ ,0.961
1765,POSITIVE,1,この 曲 覚え たい ❣ ️ 難 しければ 難しい ほど に 愛 おしい ❤ ,0.9786
1766,NEUTRAL,0,NHK のど 自慢 から ,0.9289
1767,NEUTRAL,0,人気 3 位 ,0.8387
1768,POSITIVE,0,RAB が 紅白 に 出る 可能 性 ある の が 一番 やばい ,0.8925
1769,POSITIVE,1,人気 で 再生 回数 が すご すぎる 😄 天才 的な アイドル 様 ❗ ,0.9565
1770,NEUTRAL,0,争う ,0.7645
1771,POSITIVE,0,この 曲 好きな 人 👍 ,0.7527
1772,POSITIVE,1,歴代 の 全 アニソン 集めて も 上位 に は 余裕 で 入り そう ,0.9389
1773,NEGATIVE,-1,流行り すぎて 逆に 怖い ,0.9931
1774,NEGATIVE,-1,どうせ なら りえ りー が 歌ったら 良かった のに ,0.7771
1775,POSITIVE,1,324050984 回 再生 おめでとう ございます ,0.9599
1776,NEGATIVE,1,普通に 考えて 半年 近く 1 位 に 君臨 して たって 考える だけ で えぐ い ,0.972
1777,NEUTRAL,1,これ って アニメ か 曲 か どっち が 人気 な の どっち も ある 程度 人気 は 人気 な んやろう けど ,0.7679
1778,NEUTRAL,0,ナイシトール ,0.899
1779,NEUTRAL,0,高輪 ゲートウェイ 降りた ,0.904
1780,NEUTRAL,0,日比谷 線 ,0.8752
1781,NEUTRAL,0,下北沢 駅 新 渋谷 駅 ,0.919
1782,NEUTRAL,0,3億5000万 回 再生 も 近い ,0.5362
1783,NEGATIVE,0,やっ っと 人気 1 位 から 落ちた の か ヤバ 過ぎた ,0.9848
1784,NEUTRAL,1,どこ まで 進化 を すれば いい 時代 は 変わった 今 は アイドル 時代 ❤ ❤ 😊😊 ,0.7638
1785,POSITIVE,0,漫画 を 読んで から この 曲 を 聞く と 涙 が 出 ます 止まり ませ ん なんなら 聞く 度 に きっと 今年 も 紅白 出る んでしょう イヤ 今年 一番 の 人気 曲 だ し NHK が 頑張って 出演 お 願い する よ ね 多分 私 大晦日 に 今年 最後の 号泣 する んだろう な ,0.6179
1786,POSITIVE,1,3 . 24億 再生 おめでとう ,0.9581
1787,NEUTRAL,0,0 : 32 おかず に して ます ,0.908
1788,POSITIVE,-1,3 位 に なっ ちまった じゃ ねー か 😢😢 😢😢 😢ま あ 5 ヶ月 1 位 お めで とう 🎉 ,0.9578
1789,NEUTRAL,0,さいたま りそな銀行 ,0.9146
1790,NEUTRAL,0,イオン 銀行 ,0.9425
1791,NEUTRAL,0,みずほ 銀行 ,0.9573
1792,NEUTRAL,0,三井 住友 銀行 ,0.9515
1793,NEUTRAL,0,三菱 銀行 ,0.9282
1794,POSITIVE,0,人気 3 位 に なって しまった ?! ,0.7721
1795,POSITIVE,1,やっぱ 商談 の 後 は アイドル は 癒さ れる 今日 の 取引先 様 も YOASOBI 好き そうな 顔 して た わ うん 間違い ない ,0.9759
1796,POSITIVE,0,俺 の タイプ 星野 愛 理由 : 明 るい 性格 おもしろい ,0.9658
1797,NEGATIVE,0,今 は YOASOBI 昔 は キョンキョン ,0.4903
1798,NEGATIVE,0,1 位 じゃ なく なった と 思ったら もう 3億 回 …… ,0.6723
1799,NEGATIVE,-1,やまと 3 位 に なって るう なって るう う う う ‼ ️ 順位 下がって るう う うぅ う う う ‼ ️ 下 が って る よ ね ,0.7621
1800,NEUTRAL,0,相変わらず 3 位 に なって も 日本 の 1 位 の 曲 より 1 日 の 総 再生 数 が 多い と 言う ギャップ ,0.76
1801,NEGATIVE,0,あも えっ さむし か ,0.4818
1802,NEUTRAL,0,アイドル って 宗教 と して の 崇拝 対象 って 意味 が あって まさに 宗教 だ なって 毎度 思って る ,0.8357
1803,NEUTRAL,0,松戸 市 役所 近く の コンビニ ,0.9166
1804,NEUTRAL,0,口 に すれば 単純な 強 がり ,0.7665
1805,POSITIVE,1,この 曲 は とても 可愛くて 日本 的です ,0.9892
1806,NEUTRAL,0,今日 は 9 月 25 日 HAPPYBIRTHDAYTOIKURA 🎉 ,0.8093
1807,NEUTRAL,0,愛 ほど 歪んだ 呪い は ない ,0.5561
1808,POSITIVE,0,3 位 に なった ,0.677
1809,NEGATIVE,-1,MV 絵 に すれば そりゃ あ 伸びる んだ よ な 海外 勢 が 見る もん だ から 完全 下位 互換 の ノンクレジット op が アニソン に して は 全然 伸びて ない んだ よ ,0.9215
1810,NEGATIVE,-1,ノンクレ 伸びて ない だけ だ ぞ 正直 ,0.9322
1811,POSITIVE,0,誰 より も 強い 君 以外 は 認め ない の ダーク サイド 最後の 歌詞 嫉妬 の 中 で 最後 は 認めて いる の すごく リアルな 気 が する 現実 でも 絶対 的な センター が 体調 不良で 休業 した 時 仮 の センター が いじめ られた 話 など 聞いた 事 ある ‥ 💦歌 詞 が 聞けば 聞く ほど 深 すぎて 飽き ない ‥ ,0.7501
1812,POSITIVE,1,歌詞 が いい ,0.9891
1813,NEGATIVE,0,本当に 勝手な のだ が 好きな プロレスラー である アンドレ ・ ザ ・ ジャイアント の 人生 と 勝手に 重ねて しまい 一 人 部屋 で 号泣 して い ました ,0.5964
1814,NEGATIVE,-1,ずっと 1 位 だった んだ から そりゃ 残念な 気持ち に なる わな これ を 明鏡止水 で 受け止め れる ような 人間 なら そもそも YouTube コメント 欄 に コメント し ない w ,0.8352
1815,NEUTRAL,0,人気 3 位 に なって るぅ …… ,0.7684
1816,POSITIVE,0,吹奏 楽部 です が この 曲 文化 祭 で やる の 楽しみ すぎる 盛り上がって くれたら いい なぁ ,0.9923
1817,NEUTRAL,0,みんな 数字 に 囚われ すぎて て 草 ,0.6253
1818,NEGATIVE,-1,正直 怪物 は 越して ほしく なかった 😢 ,0.962
1819,POSITIVE,1,こ の MV ちょ っと かなり だいぶ 凄い ね ,0.961
1820,POSITIVE,1,天才 現 る ,0.6798
1821,NEUTRAL,-1,コメント 欄 見る と 再生 数 と か ランキング と か 気 に して る 人 ばっか で 本質 的に この 曲 を 好きに なれ ない この 曲 ぶっ ちぎり で 人気 だ けど 人気 だ から 好き って 人 が 多い 気 が する ,0.6531
1822,POSITIVE,1,とても いい です ❤ ,0.9841
1823,NEGATIVE,0,確かに ミュージック ビデオ ランキング は 残念 しか し YouTube 楽曲 ランキング で 見たら アイドル 9 . 64 Mmainstream 7 . 21 M 唱 5 . 66 M と なって る ,0.6858
1824,POSITIVE,1,自分 の 曲 じゃ 無い けど 順位 が 落ちて も 今 まで 1 位 だった こと が 誇らしい ね ビルボード 総合 チャート 21 週 連続 首位 YouTubeMV 5 ヶ月 1 位 の 曲 なんて 今後 数 年 は 出て こ ない だろう し ,0.6222
1825,NEGATIVE,-1,ついに 一 位 を 下回って しまった … ,0.991
1826,NEUTRAL,0,い ぉ ヴ ぇて ぃっそ ん g ,0.8467
1827,POSITIVE,0,本日 の 再生 数 は 1086870 回 です 先週 の 今日 が 1056096 回 な ので 先週 比 は 102 .9 % です 3 日 連続 で 先週 比 を 上回り ました ‼ ️ 本 日 は ついに 人気 ランキング が 1 位 から 陥落 して しまい ました 😢😢 😢 ,0.4682
1828,NEGATIVE,0,これ が OP じゃ なかったら 推し の 子 を 見る こと は 一生 ない んだろう なぁ ,0.8144
1829,NEUTRAL,0,究極 の 宗教 ソング ,0.526
1830,POSITIVE,0,推し の 子石 myfav アニメ ちゃ ら c て r ,0.9213
1831,NEUTRAL,0,世界 から の 視聴 も 入れれば まだ 実質 1 位 な んだ けど ね 日本 で 再生 さ れた 回数 と なる とこ の youtube の 順位 に なる んだ けど 唱 の コメント 欄 でも 1 位 万歳 と 言う の は 余り 見かけ ない それ は 仕組み を 知って る 人 が 多い の と これ から 勇者 が どの 位 の 勢い で来る か 様子 見 だろ な ,0.893
1832,NEUTRAL,0,なんだ この 歌 ,0.8884
1833,NEUTRAL,0,それにしても アイドル は 民放 で 1 度 も 披露 して ない な 昔 なら ありえ ない 事象 だ わ そもそも 歌 番組 が 無い から 無理 か やはり 紅白 で 生 ライブ と 言う 事 に なる んだろう な さぞかし 盛り上がる 事 だろう ,0.8257
1834,POSITIVE,0,順位 気 に して る 人 いる けど 順位 は 勢い で sin .c o s みたいな 感じ で 変動 が 生じる 5 か月 以上 1 位 を キープ して る 方 が 異常な んだ けど ね その代わり 再生 数 は 加算 のみ 再生 数 が 全て で は ない んだ けど 今 は 簡単に 破ら れる 順位 など の 低次元な 事 より も 中 辿り着け ない 高 次元 な 億 再生 数 アップ を 目標 に した 方 が 良い 次の 目標 まで 300万 再生 位 まで 接近 ,0.6512
1835,POSITIVE,1,順位 より も 高 評価 が まだ 増えて る こと を 喜び たい ,0.7985
1836,POSITIVE,1,今 まで 1 位 を キープ して た の すご すぎる し この 曲 だいすき ,0.9874
1837,NEGATIVE,-1,ついに 3 位 に 落ちて しまった … ,0.993
1838,POSITIVE,0,この 曲 は 通し で 聞いて こそ です ね ,0.9729
1839,POSITIVE,-1,え . .. アイドル 3 位 に なって る 😢 ,0.7808
1840,NEGATIVE,1,後 音楽 番組 と か でも 人気 な 音楽 と して 紹介 さ れる と して も 脳汁 ドバドバ 出て き そう ,0.9207
1841,POSITIVE,1,すぐ に 1 位 に 帰って くる と 信じて いる ,0.9189
1842,NEGATIVE,-1,3 位 な の 違和感 ある なぁ ,0.9792
1843,POSITIVE,0,1 : 18 私 が 大好きな 部分 ,0.8643
1844,NEUTRAL,0,2 : 04 私 の お 気に入り の 部分 の 1 つ ,0.7488
1845,NEUTRAL,0,なんか あって 調べたら 一番 上 に アイドル 出て きた ,0.5284
1846,NEUTRAL,0,米津 信者 が 勝手に 米津 の 曲 と の 勝負 の 土俵 に 上げて る 曲 ,0.8902
1847,NEGATIVE,1,何だか んだ 毎日 聞いて しまう 🤣 ,0.627
1848,POSITIVE,1,"それ でも また 君 と 君 だけ は 言え ず に 居た けど 君 と 君 ルビー と アクア 嗚呼 , やっと 言えた これ は 絶対 嘘 じゃ ない 愛して る 今 まで 言え なかった … "" 娘 と 息子 だけ に は だ から 最後に 言えて 良かった ",0.9637
1849,NEUTRAL,0,無敵な 笑顔 で 荒らす メディア ,0.7631
1850,NEUTRAL,1,とうとう ミュージック ランキング 下がっちゃ った か 😢で も 4 ヶ月 以上 も 1 位 だった の すごい な 笑 ,0.7556
1851,NEUTRAL,1,視聴 回数 桁 が 凄い ,0.6005
1852,POSITIVE,1,エムカ の 生歌 やばかった です ,0.9573
1853,POSITIVE,0,1 : 00 ゲッタン ! ,0.6994
1854,NEUTRAL,0,2 : 14 ここ で 分かる けど 愛 が 赤色 で 嘘 が 黒色 って こと だ から 赤い アイ は 愛 の アイ 黒い アイ は 嘘 の アイ って こと だ よ ね ,0.8701
1855,POSITIVE,1,これ は すべて の アニメ の オープニング を 上回り ます 素晴らしい です !! ,0.9936
1856,NEUTRAL,1,1 位 じゃ なく なった けど 自分 の 中 で は ずっと 1 位 の 曲 ,0.7296
1857,POSITIVE,1,記憶 消して 初めて 聞いた 時 の 感動 を もう 一 度 味わい たい ,0.9344
1858,POSITIVE,0,今年 の 紅白 の トリ は これ だ な ,0.8944
1859,POSITIVE,1,5 ヶ月 も 1 位取り 続けた の は すごい こと 🙂最 近 出た 曲 に 負ける の は 普通の こと でも 5 ヶ月 も それ に 耐えた の は すごい 👏 ,0.9672
1860,NEUTRAL,0,サビ だけ 聞き に こよう と 思ったら 気づいたら 全部 聞き 終わって た 引き 込ま れる 小説 の ような メロディ ,0.8341
1861,POSITIVE,1,3億2300万 回 お めで とう 🎉 ,0.9574
1862,POSITIVE,0,実質 は まだ 1 位 な んだ けど な 世界 分 を 入れる と 当分 1 位 が 変わら ない ため 日本 のみ で の 再生 数 に なった と か ビル ボード ジャパン で 行なった 事 を youtube も して いる 3 位 な んだ けど 本当 は 1 位 と 言う 悶 感 認める しか ない か ,0.6861
1863,POSITIVE,0,もう ちょい で 呪術 廻 戦 超える ! ,0.9651
1864,NEUTRAL,-1,約 5 ヶ月 半 人気 1 位 だった のに 人気 3 位 に なって しまった ! 😢 ,0.475
1865,POSITIVE,0,まあ 多少 感じる とこ も ある が 明日 も 聴く ぜ ,0.7921
1866,POSITIVE,0,一 位 じゃ なく なった けど 来週 勇者 で 再び 一 位 を 取って くれる と 予想 ,0.8638
1867,NEUTRAL,0,松戸 市 役所 ,0.9087
1868,POSITIVE,1,すごい お 気に入り で 気 に って い ます アニメ 番 も すごい いい です ,0.991
1869,POSITIVE,0,一番星 の 生まれ変わり - - - - 自分 の アイドル 偶像 の 事 は 皆 んな そう 思う よ ね 凄く 巧みな キャッチー n ,0.9225
1870,NEUTRAL,0,誰 より も 強い 一 位 以外 認め ない ,0.5882
1871,POSITIVE,1,3 . 23億 再生 数 お めで とう 🎉🎉 ,0.9708
1872,POSITIVE,1,永久 不滅の 俺 たち の アイドル を 返せ 1 位 以外 認め ん ぞ ,0.577
1873,NEUTRAL,0,1 位 じゃ なく なった こんな の 本物 の アイ なんか じゃ ない どんな 時 でも 一番星 な の が アイ なんだ はやく いちい に もどさ ない と こんな の おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい おかしい ,0.479
1874,POSITIVE,0,一 位 陥落 した けど 前 に スクショ 取って おいて よかった わ ,0.5397
1875,NEUTRAL,0,323 回 目 の 100万 再生 ,0.8163
1876,NEUTRAL,0,皆 が チェック して る 再生 数 は 日本 国 内 と 海外 も 含めて の 再生 数 らしい その ため 日本 国 内 で は ado の 再生 数 が 多い しかし 海外 を 含める と 1 位 な んだ よ な よく 分から ない システム だ よ ね ,0.7672
1877,NEUTRAL,0,YouTube の 視聴 回数 夜 に 駆ける や 怪物 より 上 なんか … ,0.5697
1878,POSITIVE,1,K - POP と ちあき なおみ が 好きな オッサン だ けど これ は 神曲 👍 アニメ も 観た ,0.7266
1879,NEUTRAL,0,3 位 … ,0.642
1880,POSITIVE,1,中毒 性 が あって 好き ,0.9874
1881,POSITIVE,1,今 まで よく 頑張った ここ まで 1 位 を 取れた の は 凄い もう 1 位 じゃ ない けど まだまだ 伸び 続ける 神曲 ✨ ,0.9851
1882,POSITIVE,1,すごく 好きな 曲 です タイ 人 です ,0.7327
1883,POSITIVE,0,みんな で 一 位 取り戻そ ,0.9236
1884,NEGATIVE,-1,ついに 1 位 陥落 😭 来 週 返り咲き 頼む で ,0.7735
1885,NEUTRAL,0,人気 3 位 に なって る ,0.682
1886,NEUTRAL,1,5 ヶ月 で 3億 って えぐ すぎ ,0.5198
1887,POSITIVE,1,3 位 に 落ちた けど 俺 の 中 で は 圧倒 的 1 位 だ な これ から も ずっと 永遠に たくさん 聴き ます ,0.9766
1888,NEGATIVE,0,BL 学院 ショタ 学部 ガン 掘り メス 堕ち 科 ,0.6391
1889,POSITIVE,1,いまだ に billboard の globalchart だ と 71 位 ( 22 週 チャートイン ) で 日本 首位 だ よ ,0.4956
1890,NEGATIVE,1,週間 じゃ 出た ばかりで 勢い ある やつ に 叶う 訳 が 無い ただ 爆発 力 は アイドル に 適わ ない 事 は 事実 て ゆーか アイドル が 異常だった んだ けど ね 5 ヶ月 余りで 3億 再生 と か どん だけー ちゅ やつ や ,0.8692
1891,NEUTRAL,-1,コメ 最新 順に したら 順位 コメント しか ない んだ けど w そういう 人 達 は なんの ため に 音楽 聴いて る の ,0.8264
1892,NEUTRAL,0,KING に こさ れた … ,0.5059
1893,NEUTRAL,0,3 位 ダト ⁈ … ,0.8685
1894,NEGATIVE,-1,大体 1 日 平均 80万 再生 で 週 平均 560万 に なる の に ado より 下って 理解 出来 ませ ん わ 😂 ,0.9755
1895,POSITIVE,1,分から ない って いっ てらっ ちょ あげた かん これー 位 か な 爆笑 うける 爆笑 ,0.9604
1896,NEUTRAL,1,"3 , 2億 お めで と 🎉 ",0.4898
1897,NEGATIVE,1,今週 3 位 だ ね いつまで 1 位 に いる 事 は 厳しい 事 は ビルボード でも 同じ 新陳 代謝 が 働か ない しな ,0.7388
1898,POSITIVE,1,3億 再生 おめでとう ! !! !! ,0.9905
1899,NEGATIVE,1,全盛 期 の 時 3 日 で 1000万 いって たの ヤバ すぎ w ,0.6344
1900,POSITIVE,1,今年 の 紅白 が 楽しみに なって きた ,0.992
1901,NEUTRAL,0,公式 が 出して る アイドル 全て の 総数 合算 らしい な の て 中 2 位 以下 に 降りて 来 ない よ だ からこ の MV が 100万 再生 行って なく と も トータル で 他 を 上回って いる と 言う 事 を 考える の が 自然 ① 公式 MV ② 公式 ジャケット 版 ➂ 公式 ライブ 版 ④ 公式 英語 バージョン 知って る だけ で 4 つ ある まだ 知ら ない の も ある かも 知れ ない ,0.7655
1902,POSITIVE,1,軽快で 歌い やすい から ヒット した んだ な ,0.9142
1903,POSITIVE,1,かわい すぎるー ❤ ,0.9395
1904,POSITIVE,0,新 時代 など の ado さん の 曲 も 売れ ました ね 😊 ,0.9714
1905,POSITIVE,1,今日 も 観 たく なる ,0.9349
1906,POSITIVE,1,あい 可愛い 😍 ,0.9916
1907,POSITIVE,1,もし 一 位 から 落ちたら ネット 民 ざわついて ニュース に なる ぐらい アイドル って やばい いい 意味 で ,0.5743
1908,POSITIVE,1,大好き ,0.9883
1909,POSITIVE,1,今に 至って も まだ 人気 とゆう こと は まさに 最強で 無敵の アイドル や な ,0.879
1910,NEUTRAL,0,アイドル の ファン です ,0.5999
1911,POSITIVE,1,マジ で no 1 だ わ w ,0.9804
1912,NEUTRAL,0,寝た お かえり よ お やすみ ⭐ 💤 ,0.8977
1913,NEUTRAL,0,は あ ,0.4953
1914,NEUTRAL,0,ノア さん 一 日 仕事 して 布団 しまい 😢 ,0.5578
1915,NEUTRAL,0,彪 が 田中 イカ 🦑 に なる って 🎉 ,0.8514
1916,POSITIVE,0,何 会える ,0.9459
1917,NEGATIVE,0,絵 描く こと が できる から お迎え 行き なさい ありがとう ない さん 大変 あの こと ,0.8756
1918,NEUTRAL,0,アイドル 時代 物 して る ねー ,0.9024
1919,NEUTRAL,0,外国 語 の コメント が 多く ある ,0.527
1920,POSITIVE,0,この 曲 を 聴き ます と 渡辺 麻友 さん まゆゆ 思い出し ます ! ,0.9525
1921,POSITIVE,0,私 は この 女性 を 愛して いる だけ です ,0.7803
1922,NEGATIVE,0,ひ すり ひし みち 無知 道 縁 ラチル し ホヨ 横横 も こせ 無味 ズブ ぺ ,0.8674
1923,POSITIVE,0,この 息子 が 大好きです アニメ は どこ で 見 られ ます か ? ,0.93
1924,POSITIVE,1,曲 の MV だけ で アイドル の 光 と 闇 を ここ まで 表現 できる の は すご すぎる … ,0.9244
1925,POSITIVE,1,永遠に 1 位 であって ほしい わ それ ぐらい 神曲 ,0.9782
1926,POSITIVE,1,loser 超 えた お めで とう 🎉次 の 目標 は 廻 廻 奇譚 ,0.9839
1927,POSITIVE,1,3 . 2億 回 再生 🌸お め で とう ㊗ ️ ,0.9813
1928,POSITIVE,1,曲 も 絵 も よ すぎる 全て の クリエイター に 感謝 です 🙇‍ ♀ ️ も っと 世界 中 の 人 に 日本 の アニメ と 音楽 が 伝わって 欲しい ,0.9803
1929,POSITIVE,0,アイドル に なり たい ,0.9109
1930,POSITIVE,0,今度 は アイドル を り えりー に 歌わ せて 頂き たい ,0.9623
1931,NEUTRAL,0,5 ヶ月 たって も これ から も まだ 聞く よ って 人 ✋ ,0.7061
1932,POSITIVE,1,日本 の アニソン と か が 世界 中 で 有名に なる と なんか 感動 する … ,0.9698
1933,POSITIVE,1,正直 2 期 も この 曲 が いい と 思う くらい 好き ,0.9883
1934,POSITIVE,1,いつまで 一 位 な んだ よ … 凄 すぎる ,0.9346
1935,POSITIVE,1,洋楽 と か kpop は 聴いた だけ じゃ 歌詞 の 意味 分から ない けど 世界 中 で 人気 の アイドル が 理解 できる 日本 語 で なんか 嬉しく なる ,0.9907
1936,NEUTRAL,0,アマチュア 無線 4 級 免許 証 ,0.9033
1937,NEUTRAL,0,くま さん 小説 ,0.9312
1938,NEUTRAL,0,テト が 歌う と ,0.9063
1939,NEUTRAL,0,相川 七瀬 ,0.9287
1940,POSITIVE,1,天才 すぎる 😤😤 😤👊 ,0.8492
1941,NEUTRAL,0,YOASOBI ある ある なんだ けど 小説 と か アニメ 見た 後 に 曲 を 聞く と 見え 方 が 全く 違って きて 衝撃 を 受ける この 曲 の 衝撃 は まだ 覚えて る ,0.6518
1942,POSITIVE,0,HIKAKIN の やつ と こっち を 永遠に 行き来 して る わ ,0.6878
1943,NEUTRAL,1,こんな 短 期間 で すごい 再生 数 … ,0.872
1944,POSITIVE,0,いまだに ラスサビ で 鳥肌 立つ の 俺 だけ ,0.5395
1945,NEUTRAL,0,ヒカル さん から 飛んで 来 ました 😞💦 ,0.8186
1946,NEUTRAL,0,イベント の 恰好 ,0.8438
1947,NEUTRAL,0,セブンイレブン 珈琲 ,0.9132
1948,NEUTRAL,0,ペッパーランチ いきなり ステーキ ,0.8488
1949,NEUTRAL,0,銚子 丸 ,0.9391
1950,NEUTRAL,0,0 : 32 ふぅ ,0.8086
1951,POSITIVE,1,アニメ 終わって も 他の 億 再生 曲 を も 圧倒 する YOASOBI の 新 時代 の 曲 であって 欲しい ,0.9484
1952,NEUTRAL,0,天才 的な アイドル が 瞬く間に 夜 を 駆け抜けて しまった ,0.7607
1953,POSITIVE,1,これ も 好き ,0.9901
1954,NEUTRAL,0,あいかわ ちゅー ❤ ❤ ,0.7692
1955,NEUTRAL,0,ぎょ ん び ゃれ ,0.7479
1956,NEGATIVE,1,ほんとに 何 回 観て も 鳥肌 アニメ 観て から MV 観 たら 泣いた ,0.6965
1957,POSITIVE,1,1 日 で 100万 再生 近く 増えて 322 millions ! か おめでとう ,0.9854
1958,NEGATIVE,1,YOASOBI 聞いて たら 熱 下がった わ www ,0.5166
1959,NEGATIVE,1,5 か月 で 3 . 2億 回 再生 は ヤバ すぎる 😲こ の まま 4億 いって ほしい 😭 ,0.8926
1960,POSITIVE,1,好きだ ,0.9014
1961,POSITIVE,1,アイドル の 歌 大好き ,0.9891
1962,POSITIVE,-1,俺 ね アイドル そんな 好きじゃ 無い ん よ ゲーム が 好きな ん よ だ から 将来 ゲームパソコン 薬物 は 絶対 やる って 決めて る ,0.9567
1963,NEUTRAL,1,5 ヶ月 経った と して も 人気 ミュージック まだ 1 位 で 再生 数 も 3億 超えて まだ 伸び 続けて る と か …… これ が “ アイ “ の 力 か …… ,0.7609
1964,NEUTRAL,0,YOASOBI 韓国 で アイドル 披露 して いた な もう 帰って 来た ん か な ,0.7065
1965,POSITIVE,1,なんか し れ っと YOASOBI さん の 中 で 1 番 再生 さ れて る の 好き ,0.9864
1966,NEUTRAL,0,あ ,0.5809
1967,POSITIVE,0,はい 引き続き 音楽 を 聴いて チャンネル を サポート して いただければ 幸いです ,0.8656
1968,NEUTRAL,0,伊勢丹 line ,0.9423
1969,NEUTRAL,0,庄屋 飯田橋 東口 店 ,0.9303
1970,POSITIVE,0,言い たい こと は 歌詞 で わかる ,0.7962
1971,NEUTRAL,0,アイちゃん が どうか 生まれ変わって い ます ように ,0.717
1972,NEGATIVE,-1,9 月 21 日 まで の 1 週間 の 数字 が なかなか 発表 さ れ ない けど …… どう な ん どう な んだ 純粋に 視認 出来る YouTube 視聴 回数 だけ なら BE : FIRST に 負けた くさい が …… ,0.9436
1973,POSITIVE,1,誰 か を 好きに なる こと なんて 私 わから なくて さ から 最後に 愛して る って 言えて る の いい な ,0.9746
1974,POSITIVE,0,わたし 可愛い で しょ 😍 一緒に デート ❤ ,0.9883
1975,POSITIVE,0,わたし 可愛い で しょ 😍 ,0.9851
1976,POSITIVE,0,わたし 可愛い で しょ 😍 ,0.9851
1977,POSITIVE,1,やっぱ アイドル だ よ なー ❤ ,0.9404
1978,POSITIVE,1,飽き ない 何 回 聴いて も 飽き ない なんなん だ この 曲 は ,0.7739
1979,NEGATIVE,1,いつの間にか 怪物 超えて る … この 曲 ヤバ すぎる … ,0.8862
1980,POSITIVE,1,これ は 絶対 嘘 じゃ ない 愛して る を 最後に 持って くる 天才 すぎる じゃ ん すごく いいね 👍 ,0.9335
1981,POSITIVE,0,いつの間にか うっ せぇわ を こえて る ,0.5443
1982,NEUTRAL,0,あ ,0.5809
1983,NEUTRAL,0,YOASOBI と いえば この 曲 に なった な ,0.8512
1984,POSITIVE,1,だいすき ,0.9889
1985,POSITIVE,1,未だ 人気 一 位 の ミュージック な の すげぇ よ ,0.9476
1986,NEUTRAL,0,あ ,0.5809
1987,NEUTRAL,0,私 は アクア です いいね して くれ ん かのう ,0.6267
1988,NEUTRAL,1,⒊ 2億 回 363万 いいね 12万 個 の コメント この 結果 から わかる こと は まず … 伸び すぎて やばい だ な …… ,0.5897
1989,NEUTRAL,0,ソルト 寺門 通 ,0.9166
1990,POSITIVE,0,乙女 ゲーム 好きな 眠り ねずみ の 乙女 から 生まれた 男 ,0.6404
1991,NEGATIVE,-1,コメント が 12万 位 ある けど 実際 は 上書き さ れて 1万 位 しか なかったり して 何故 なら 最初 から 観る 人 い ない と 思う それ に グーグル の サーバー も 無限で は ない はず その内 コメント 数 を 超え ました 新しい スレ を 立てて 下さい と 出たり して ここ に スレ 主 なんか い ない よ な ,0.8381
1992,NEUTRAL,0,アイドル って 愛 と ドル ( 金 ) を 表して いて どちら も 人 に とって 不可欠で たいせつな もの だ と いう こと を 伝え たい 訳な んだ な フムフム ,0.6219
1993,POSITIVE,1,可愛い ❤ ️ 😍 ,0.9876
